indice_1,indice_2,codigo_1,codigo_2,establecimiento_1,establecimiento_2,direccion_1,direccion_2,telefono_1,telefono_2,similitud_nombre,similitud_direccion,telefono_igual,campos_diferentes,decision,justificacion
1419,2092,00-01-0280-46,00-01-9057-46,COLEGIO TECNICO COMERCIAL NAHUALA,COLEGIO TECNICO COMERCIAL NAHUALA,3A. AVENIDA 13-23,3A. AVENIDA 13-23,22329664,22329664,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1425,1426,00-01-0292-46,00-01-0293-46,COLEGIO EN COMPUTACION SAN JOSE NO. 1,COLEGIO EN COMPUTACION SAN JOSE NO. 1,4A. AVENDA 3-39,4A. AVENIDA 3-39,22325435,22325435,100.0,96.55,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1443,1587,00-01-0318-46,00-01-0595-46,LICEO HISPANOAMERICANO NO. 2,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,2A. CALLE 7-11,22205687,22205687,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1458,2081,00-01-0345-46,00-01-8977-46,COLEGIO SALVA TERRA,COLEGIO SALVA TERRA (POR MADUREZ),2A. AVENIDA 14-60,2A. AVENIDA 14-60,22534347,22534347,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1460,1461,00-01-0347-46,00-01-0348-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,9A. CALLE 3-53,9A. CALLE 3-53,22329759,22329759,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1460,2118,00-01-0347-46,00-01-9328-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,9A. CALLE 3-53,9A CALLE 3-53,22329759,22329759,100.0,100.0,True,"ESTABLECIMIENTO, DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1461,2118,00-01-0348-46,00-01-9328-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,9A. CALLE 3-53,9A CALLE 3-53,22329759,22329759,100.0,100.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1464,1579,00-01-0353-46,00-01-0582-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,12 CALLE 10-37,12 CALLE 10-37,22201454,22201454,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1470,1796,00-01-0366-46,00-01-2908-46,"INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""","INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""",10 CALLE 3-15,10 CALLE 3-15,36117881,36117881,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1476,1477,00-01-0376-46,00-01-0377-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,12 CALLE 10-37,22201454,22201454,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1496,1497,00-01-0407-46,00-01-0409-46,LICEO METROPOLITANO EN COMPUTACION III,LICEO METROPOLITANO EN COMPUTACION III,15 CALLE 3-29,15 CALLE 3-29,22510780,22510780,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1506,1507,00-01-0433-46,00-01-0434-46,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,9A. CALLE 3-40 ZONA 1,9A. CALLE 3-40 ZONA 1,22383733,22383733,96.3,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1510,1511,00-01-0440-46,00-01-0441-46,LICEO MULTICULTURAL GUATEMALTECO,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,9A. CALLE 3-40,22383733,22530315,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1522,1523,00-01-0458-46,00-01-0460-46,LICEO CULTURAL ESPAÑOL,LICEO CULTURAL ESPAÑOL,4A. AVENIDA 3-56,4A. AVENIDA 3-56,22382723,22382723,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1526,1527,00-01-0467-46,00-01-0468-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,5A AVENIDA 2-24 ZONA 1,5A AVENIDA 2-24 ZONA 1,59235429,59235429,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1526,1529,00-01-0467-46,00-01-0475-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,5A AVENIDA 2-24 ZONA 1,5A AVENIDA 2-24 ZONA 1,59235429,59235429,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1527,1529,00-01-0468-46,00-01-0475-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,5A AVENIDA 2-24 ZONA 1,5A AVENIDA 2-24 ZONA 1,59235429,59235429,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1533,2096,00-01-0482-46,00-01-9116-46,CENTRO EDUCATIVO MIXTO MONTENEVADO,CENTRO EDUCATIVO MIXTO MONTENEVADO,3A AVENIDA 10-29,3A. AVENIDA 10-29,22381293,48610615,100.0,100.0,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1550,1551,00-01-0520-46,00-01-0521-46,"""LICEO MONTE SINAÍ""","""LICEO MONTE SINAÍ""",3A. AVE. 7-34,3A. AVE. 7-34,56289897,56289897,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1556,1641,00-01-0534-46,00-01-0688-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,11 CALLE 3-59 ZONA 1,24637777,24637777,100.0,100.0,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1556,2165,00-01-0534-46,00-01-9773-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,11 CALLE 3-59,24637777,24637777,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1558,2126,00-01-0542-46,00-01-9452-46,LICEO DE COMPUTACIÓN C.S.S.,LICEO DE COMPUTACION C.S.S.,11 CALLE 9-62,11 CALLE 9-62,22517771,22517771,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1566,1567,00-01-0555-46,00-01-0557-46,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8A. CALLE 0-30,8A. CALLE 0-30,22384217,22384217,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1575,1644,00-01-0571-46,00-01-0694-46,COLEGIO MIXTO SANTO DOMINGO,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,12 AVENIDA 12-11,22531216,22531216,100.0,96.97,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1578,1831,00-01-0581-46,00-01-4336-46,LICEO SAN ANTONIO,LICEO SAN ANTONIO,2A. AVENIDA 2-13,2A. AVENIDA 2-13,22201482,22201482,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1580,1581,00-01-0584-46,00-01-0585-46,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28","3A. AVENIDA ""A"" 3-38",57529460,57529460,100.0,94.74,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1583,1947,00-01-0588-46,00-01-7654-46,"COLEGIO MIXTO ""INDO LATINO ̈","COLEGIO MIXTO ""INDO LATINO""",4A. AVENIDA 13-35,4AV. 13-35,22380338,22380338,98.11,72.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1588,2133,00-01-0596-46,00-01-9470-46,LICEO HISPANOAMERICANO,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,1ERA. AV. 7-12,22381342,22381342,100.0,74.07,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1590,2223,00-01-0598-46,00-02-0072-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,11 CALLE 11-26,AVENIDA SIMEON CAÑAS,22067425,22067425,100.0,23.53,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1590,2228,00-01-0598-46,00-02-0080-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,11 CALLE 11-26,AVENIDA SIMEON CAÑAS 3-37,22067425,22067425,100.0,25.64,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1592,1913,00-01-0600-46,00-01-7221-46,LICEO TÉCNICO COMERCIAL,LICEO TECNICO COMERCIAL,4TA. AVENIDA 5-26,4A. AVENIDA 5-26,22329118,22329118,100.0,96.77,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1594,2229,00-01-0603-46,00-02-0081-46,INSTITUTO TÉCNICO SUPERIOR,INSTITUTO TÉCNICO SUPERIOR,13A. AVE. 4-72,AVENIDA SIMEON CAÑAS 3-37,22067425,22067425,100.0,37.84,True,"DISTRITO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1595,1647,00-01-0605-46,00-01-0700-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,10A. CALLE 3-15,36117881,36117881,100.0,96.3,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1595,1928,00-01-0605-46,00-01-7321-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,10 CALLE 3-15,36117881,36117881,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1609,1664,00-01-0638-46,00-01-0724-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,11 CALLE 3-59,24637777,24637777,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1612,2140,00-01-0641-46,00-01-9594-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNÓLOGICO MAYA DE GUATEMALA,8 CALLE 2-29,8 CALLE 2-68,22425238,22425238,100.0,83.33,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1617,2141,00-01-0646-46,00-01-9595-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNÓLOGICO MAYA DE GUATEMALA,8 CALLE 2-29,8 CALLE 2-68,22425238,22425238,100.0,83.33,True,"DISTRITO, ESTABLECIMIENTO, DIRECCION, SUPERVISOR, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1626,1627,00-01-0663-46,00-01-0664-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,10A. AVENIDA 11-27,22204447,22204447,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1628,1629,00-01-0666-46,00-01-0667-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,10A. AVENIDA 11-27,22204447,22204447,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1635,1640,00-01-0677-46,00-01-0685-46,COLEGIO CATÓLICO SAN LUCAS,COLEGIO CATÓLICO SAN LUCAS,14 CALLE 6-82,14 CALLE 6-82,22381236,22381236,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1636,1637,00-01-0680-46,00-01-0681-46,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,3A. AVENIDA 6-10,3A. AVENIDA 6-10,56175661,56175661,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1638,2179,00-01-0683-46,00-01-9825-46,LICEO VICTORIA Y LIBERTAD,LICEO VICTORIA Y LIBERTAD,8A. CALLE 0-23,8A. CALLE 0-23,22380100,22380700,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1641,2165,00-01-0688-46,00-01-9773-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59 ZONA 1,11 CALLE 3-59,24637777,24637777,100.0,100.0,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1647,1928,00-01-0700-46,00-01-7321-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,10A. CALLE 3-15,10 CALLE 3-15,36117881,36117881,100.0,96.3,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
1693,1704,00-01-0782-46,00-01-0801-46,LICEO HISPANOAMERICANO NO. 2,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,1A. AVENIDA 7-12,23098798,22381342,100.0,100.0,False,"ESTABLECIMIENTO, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
